person_id,sex,age,age_bucket,demographic_target,background,skin_tone,weathering_note,distinguishing_marks_note,hard_living_note,habitus_note,habitus_group,aesthetic_note,attractiveness_note,front_image_path,side_image_path,back_image_path
person_051,male,45,30-45,white,Scandinavian ancestry,"fair ivory skin, Fitzpatrick type I-II, neutral-pink undertone, sun-mottled cheeks, slight capillary redness","moderate sun damage: uneven pigmentation, early crow's feet, faint forehead lines, visible pores, and a slightly leathery nose-and-cheek texture",,"hard-living facial wear: tired eyelids, mottled complexion, dehydrated-looking skin, and slightly hollow temples; no explicit diagnosis","average-light build: modest facial fullness, clear jaw contour, and medium-thin neck",mid,"low compact forehead, crowded facial proportions, and uneven smile-line depth",below-average conventional attractiveness while remaining realistic,images/person_051_front.png,images/person_051_side.png,images/person_051_back.png
person_052,male,34,30-45,white,Baltic European ancestry,"fair beige skin, Fitzpatrick type II, neutral undertone, uneven light tan, sun spots on forehead and temples","outdoor-working adult skin: sun spots on temples and cheekbones, broken capillaries around the nose, dry patches, and moderate texture variation","uneven old acne scarring around the cheeks, jawline, and temples",,"average build: balanced cheek fullness, normal jaw contour, and medium neck thickness",mid,"puffy under-eyes, weak jaw transition, and mottled complexion","rugged, tired, asymmetrical everyday face",images/person_052_front.png,images/person_052_side.png,images/person_052_back.png
person_053,male,39,30-45,white,mixed Northern and Southern European ancestry,"light olive skin, Fitzpatrick type III, muted green-gold undertone, outdoor tan, mild hyperpigmentation","clear UV exposure: mottled tan, mild hyperpigmentation, rough cheek texture, early skin laxity, and realistic fine lines around eyes and mouth",,,"solid build: fuller cheeks, softened jaw corners, thicker neck, and subtle under-chin fullness",mid,"broad blunt nose, small narrow mouth, and softened lower-face definition",unpolished ordinary face with imperfect proportions,images/person_053_front.png,images/person_053_side.png,images/person_053_back.png
person_054,male,44,30-45,white,Central Mediterranean ancestry,"warm beige skin, Fitzpatrick type III, golden undertone, moderate farmer's tan, sun-exposed forehead and cheeks","moderate sun damage: uneven pigmentation, early crow's feet, faint forehead lines, visible pores, and a slightly leathery nose-and-cheek texture","old pitted acne scars across both cheeks, subtle but visible",,"heavy-set build: broad full face, soft jawline, thick neck, and visible under-chin fullness",heavy,"soft sagging lower face, under-chin fullness, and flattened cheek contours","distinctive, awkward facial balance",images/person_054_front.png,images/person_054_side.png,images/person_054_back.png
person_055,male,33,30-45,white,Caucasus-region ancestry with fair-to-olive complexion,"medium olive skin, Fitzpatrick type III-IV, olive undertone, noticeable tan, uneven pigmentation from sun exposure","outdoor-working adult skin: sun spots on temples and cheekbones, broken capillaries around the nose, dry patches, and moderate texture variation",,"hard-living facial wear: tired eyelids, mottled complexion, dehydrated-looking skin, and slightly hollow temples; no explicit diagnosis","very heavy-set build: round cheeks, reduced jaw definition, broad neck, and pronounced submental fullness",heavy,"bulbous nose tip, broad nostrils, and rough sun-textured cheeks",average-at-best attractiveness with no model-like symmetry,images/person_055_front.png,images/person_055_side.png,images/person_055_back.png
person_056,male,38,30-45,white,Northern European ancestry,"ruddy fair skin, Fitzpatrick type II, pink-red undertone, weathered sun exposure, broken capillaries","clear UV exposure: mottled tan, mild hyperpigmentation, rough cheek texture, early skin laxity, and realistic fine lines around eyes and mouth","several small natural facial moles of varied size, asymmetrically placed",,"large heavy face with soft cheek pads, wide lower face, thick neck, and natural folds at the base of the neck",heavy,"receded chin, heavy upper eyelids, and coarse visible pores","weathered and rough-looking, not conventionally attractive",images/person_056_front.png,images/person_056_side.png,images/person_056_back.png
person_057,male,43,30-45,white,Southern European ancestry,"tan white skin, Fitzpatrick type IV, golden-brown summer tan, sun-damaged forehead and cheekbones","moderate sun damage: uneven pigmentation, early crow's feet, faint forehead lines, visible pores, and a slightly leathery nose-and-cheek texture",,,"stocky build: dense neck, broad lower face, softened chin transition, and moderate facial fat",heavy,"gaunt temples, hollow cheeks, and dry weathered scalp skin",plain face with uneven features and tired skin,images/person_057_front.png,images/person_057_side.png,images/person_057_back.png
person_058,male,32,30-45,white,Eastern European ancestry,"pale freckled skin, Fitzpatrick type I, cool undertone, dense natural freckles and solar lentigines","outdoor-working adult skin: sun spots on temples and cheekbones, broken capillaries around the nose, dry patches, and moderate texture variation",,,"obese facial build: very full cheeks, heavy lower face, thick neck, and strong under-chin fullness while remaining anatomically realistic",heavy,"narrow skull, prominent ears, and shallow cheeks",homely but realistic adult face,images/person_058_front.png,images/person_058_side.png,images/person_058_back.png
person_059,male,37,30-45,white,Western European ancestry,"light neutral skin, Fitzpatrick type II-III, blotchy sun damage, coarse pores, uneven weathered texture","clear UV exposure: mottled tan, mild hyperpigmentation, rough cheek texture, early skin laxity, and realistic fine lines around eyes and mouth",,,"gaunt-skinny build: hollow cheeks, narrow temples, prominent facial bones, thin neck, and dry weathered texture",lean,"long philtrum, thin uneven lips, and asymmetrical cheek fullness","ordinary face with asymmetry, large pores, and uneven complexion",images/person_059_front.png,images/person_059_side.png,images/person_059_back.png
person_060,male,42,30-45,white,Balkan European ancestry,"very fair porcelain skin, Fitzpatrick type I, cool pink undertone, UV freckling, visible redness on nose and cheeks","moderate sun damage: uneven pigmentation, early crow's feet, faint forehead lines, visible pores, and a slightly leathery nose-and-cheek texture","uneven old acne scarring around the cheeks, jawline, and temples",,"very lean, skinny face with hollow cheeks, visible cheekbone planes, narrow neck, and minimal under-chin fullness",lean,"uneven eye height, tired under-eye area, and slightly lopsided mouth corners",noticeably plain and not photogenic,images/person_060_front.png,images/person_060_side.png,images/person_060_back.png
person_061,male,53,46-80,white,Northwestern European ancestry,"fair ivory skin, Fitzpatrick type I-II, neutral-pink undertone, sun-mottled cheeks, slight capillary redness","heavily weathered older skin: uneven sun spots, broken capillaries, leathery cheek and forehead texture, under-eye bags, and visible skin laxity",,,"lean face with defined jawline, thin cheeks, taut neck, and little submental fat",lean,"low compact forehead, crowded facial proportions, and uneven smile-line depth",below-average conventional attractiveness while remaining realistic,images/person_061_front.png,images/person_061_side.png,images/person_061_back.png
person_062,male,60,46-80,white,Central European ancestry,"fair beige skin, Fitzpatrick type II, neutral undertone, uneven light tan, sun spots on forehead and temples","long-term UV exposure: blotchy pigmentation, age spots on temples and cheeks, rough dry texture, deep laugh lines, and sun-weathered scalp and neck",,,"slender build visible in the face: narrow cheeks, sharper chin, thin neck, and minimal facial padding",lean,"puffy under-eyes, weak jaw transition, and mottled complexion","rugged, tired, asymmetrical everyday face",images/person_062_front.png,images/person_062_side.png,images/person_062_back.png
person_063,male,67,46-80,white,Ashkenazi Jewish European ancestry,"light olive skin, Fitzpatrick type III, muted green-gold undertone, outdoor tan, mild hyperpigmentation","pronounced age-appropriate sun damage: solar lentigines, mottled pigmentation, deeper crow's feet, forehead wrinkles, coarse pores, and weathered neck texture",a small natural birthmark near the jawline plus faint cheek acne scars,,"average-light build: modest facial fullness, clear jaw contour, and medium-thin neck",mid,"broad blunt nose, small narrow mouth, and softened lower-face definition",unpolished ordinary face with imperfect proportions,images/person_063_front.png,images/person_063_side.png,images/person_063_back.png
person_064,male,74,46-80,white,Irish and British Isles ancestry,"warm beige skin, Fitzpatrick type III, golden undertone, moderate farmer's tan, sun-exposed forehead and cheeks","heavily weathered older skin: uneven sun spots, broken capillaries, leathery cheek and forehead texture, under-eye bags, and visible skin laxity","several small natural facial moles of varied size, asymmetrically placed",,"average build: balanced cheek fullness, normal jaw contour, and medium neck thickness",mid,"soft sagging lower face, under-chin fullness, and flattened cheek contours","distinctive, awkward facial balance",images/person_064_front.png,images/person_064_side.png,images/person_064_back.png
person_065,male,46,46-80,white,Scandinavian ancestry,"medium olive skin, Fitzpatrick type III-IV, olive undertone, noticeable tan, uneven pigmentation from sun exposure","long-term UV exposure: blotchy pigmentation, age spots on temples and cheeks, rough dry texture, deep laugh lines, and sun-weathered scalp and neck",,,"solid build: fuller cheeks, softened jaw corners, thicker neck, and subtle under-chin fullness",mid,"bulbous nose tip, broad nostrils, and rough sun-textured cheeks",average-at-best attractiveness with no model-like symmetry,images/person_065_front.png,images/person_065_side.png,images/person_065_back.png
person_066,male,53,46-80,white,Baltic European ancestry,"ruddy fair skin, Fitzpatrick type II, pink-red undertone, weathered sun exposure, broken capillaries","pronounced age-appropriate sun damage: solar lentigines, mottled pigmentation, deeper crow's feet, forehead wrinkles, coarse pores, and weathered neck texture",,"drawn tired face with under-eye shadows, dry uneven skin, and chapped-looking lips; do not imply a specific medical condition or drug use","heavy-set build: broad full face, soft jawline, thick neck, and visible under-chin fullness",heavy,"receded chin, heavy upper eyelids, and coarse visible pores","weathered and rough-looking, not conventionally attractive",images/person_066_front.png,images/person_066_side.png,images/person_066_back.png
person_067,male,60,46-80,white,mixed Northern and Southern European ancestry,"tan white skin, Fitzpatrick type IV, golden-brown summer tan, sun-damaged forehead and cheekbones","heavily weathered older skin: uneven sun spots, broken capillaries, leathery cheek and forehead texture, under-eye bags, and visible skin laxity",,,"very heavy-set build: round cheeks, reduced jaw definition, broad neck, and pronounced submental fullness",heavy,"gaunt temples, hollow cheeks, and dry weathered scalp skin",plain face with uneven features and tired skin,images/person_067_front.png,images/person_067_side.png,images/person_067_back.png
person_068,male,67,46-80,white,Central Mediterranean ancestry,"pale freckled skin, Fitzpatrick type I, cool undertone, dense natural freckles and solar lentigines","long-term UV exposure: blotchy pigmentation, age spots on temples and cheeks, rough dry texture, deep laugh lines, and sun-weathered scalp and neck","uneven old acne scarring around the cheeks, jawline, and temples","drawn tired face with under-eye shadows, dry uneven skin, and chapped-looking lips; do not imply a specific medical condition or drug use","large heavy face with soft cheek pads, wide lower face, thick neck, and natural folds at the base of the neck",heavy,"narrow skull, prominent ears, and shallow cheeks",homely but realistic adult face,images/person_068_front.png,images/person_068_side.png,images/person_068_back.png
person_069,male,74,46-80,white,Caucasus-region ancestry with fair-to-olive complexion,"light neutral skin, Fitzpatrick type II-III, blotchy sun damage, coarse pores, uneven weathered texture","pronounced age-appropriate sun damage: solar lentigines, mottled pigmentation, deeper crow's feet, forehead wrinkles, coarse pores, and weathered neck texture",,,"stocky build: dense neck, broad lower face, softened chin transition, and moderate facial fat",heavy,"long philtrum, thin uneven lips, and asymmetrical cheek fullness","ordinary face with asymmetry, large pores, and uneven complexion",images/person_069_front.png,images/person_069_side.png,images/person_069_back.png
person_070,male,46,46-80,white,Northern European ancestry,"very fair porcelain skin, Fitzpatrick type I, cool pink undertone, UV freckling, visible redness on nose and cheeks","heavily weathered older skin: uneven sun spots, broken capillaries, leathery cheek and forehead texture, under-eye bags, and visible skin laxity","multiple tiny flat moles on the face and scalp, all natural-looking",,"obese facial build: very full cheeks, heavy lower face, thick neck, and strong under-chin fullness while remaining anatomically realistic",heavy,"uneven eye height, tired under-eye area, and slightly lopsided mouth corners",noticeably plain and not photogenic,images/person_070_front.png,images/person_070_side.png,images/person_070_back.png
person_071,male,53,46-80,white,Southern European ancestry,"fair ivory skin, Fitzpatrick type I-II, neutral-pink undertone, sun-mottled cheeks, slight capillary redness","long-term UV exposure: blotchy pigmentation, age spots on temples and cheeks, rough dry texture, deep laugh lines, and sun-weathered scalp and neck",,,"gaunt-skinny build: hollow cheeks, narrow temples, prominent facial bones, thin neck, and dry weathered texture",lean,"low compact forehead, crowded facial proportions, and uneven smile-line depth",below-average conventional attractiveness while remaining realistic,images/person_071_front.png,images/person_071_side.png,images/person_071_back.png
person_072,male,60,46-80,white,Eastern European ancestry,"fair beige skin, Fitzpatrick type II, neutral undertone, uneven light tan, sun spots on forehead and temples","pronounced age-appropriate sun damage: solar lentigines, mottled pigmentation, deeper crow's feet, forehead wrinkles, coarse pores, and weathered neck texture","several small natural facial moles of varied size, asymmetrically placed",,"very lean, skinny face with hollow cheeks, visible cheekbone planes, narrow neck, and minimal under-chin fullness",lean,"puffy under-eyes, weak jaw transition, and mottled complexion","rugged, tired, asymmetrical everyday face",images/person_072_front.png,images/person_072_side.png,images/person_072_back.png
person_073,male,67,46-80,white,Western European ancestry,"light olive skin, Fitzpatrick type III, muted green-gold undertone, outdoor tan, mild hyperpigmentation","heavily weathered older skin: uneven sun spots, broken capillaries, leathery cheek and forehead texture, under-eye bags, and visible skin laxity",,,"lean face with defined jawline, thin cheeks, taut neck, and little submental fat",lean,"broad blunt nose, small narrow mouth, and softened lower-face definition",unpolished ordinary face with imperfect proportions,images/person_073_front.png,images/person_073_side.png,images/person_073_back.png
person_074,male,74,46-80,white,Balkan European ancestry,"warm beige skin, Fitzpatrick type III, golden undertone, moderate farmer's tan, sun-exposed forehead and cheeks","long-term UV exposure: blotchy pigmentation, age spots on temples and cheeks, rough dry texture, deep laugh lines, and sun-weathered scalp and neck",,,"slender build visible in the face: narrow cheeks, sharper chin, thin neck, and minimal facial padding",lean,"soft sagging lower face, under-chin fullness, and flattened cheek contours","distinctive, awkward facial balance",images/person_074_front.png,images/person_074_side.png,images/person_074_back.png
person_075,male,46,46-80,white,Northwestern European ancestry,"medium olive skin, Fitzpatrick type III-IV, olive undertone, noticeable tan, uneven pigmentation from sun exposure","pronounced age-appropriate sun damage: solar lentigines, mottled pigmentation, deeper crow's feet, forehead wrinkles, coarse pores, and weathered neck texture",,,"average-light build: modest facial fullness, clear jaw contour, and medium-thin neck",mid,"bulbous nose tip, broad nostrils, and rough sun-textured cheeks",average-at-best attractiveness with no model-like symmetry,images/person_075_front.png,images/person_075_side.png,images/person_075_back.png
person_076,male,53,46-80,white,Central European ancestry,"ruddy fair skin, Fitzpatrick type II, pink-red undertone, weathered sun exposure, broken capillaries","heavily weathered older skin: uneven sun spots, broken capillaries, leathery cheek and forehead texture, under-eye bags, and visible skin laxity","uneven old acne scarring around the cheeks, jawline, and temples",,"average build: balanced cheek fullness, normal jaw contour, and medium neck thickness",mid,"receded chin, heavy upper eyelids, and coarse visible pores","weathered and rough-looking, not conventionally attractive",images/person_076_front.png,images/person_076_side.png,images/person_076_back.png
person_077,male,60,46-80,white,Ashkenazi Jewish European ancestry,"tan white skin, Fitzpatrick type IV, golden-brown summer tan, sun-damaged forehead and cheekbones","long-term UV exposure: blotchy pigmentation, age spots on temples and cheeks, rough dry texture, deep laugh lines, and sun-weathered scalp and neck",one larger flat mole on one cheek plus a few tiny scattered moles,"hard-living facial wear: tired eyelids, mottled complexion, dehydrated-looking skin, and slightly hollow temples; no explicit diagnosis","solid build: fuller cheeks, softened jaw corners, thicker neck, and subtle under-chin fullness",mid,"gaunt temples, hollow cheeks, and dry weathered scalp skin",plain face with uneven features and tired skin,images/person_077_front.png,images/person_077_side.png,images/person_077_back.png
person_078,male,67,46-80,white,Irish and British Isles ancestry,"pale freckled skin, Fitzpatrick type I, cool undertone, dense natural freckles and solar lentigines","pronounced age-appropriate sun damage: solar lentigines, mottled pigmentation, deeper crow's feet, forehead wrinkles, coarse pores, and weathered neck texture",,,"heavy-set build: broad full face, soft jawline, thick neck, and visible under-chin fullness",heavy,"narrow skull, prominent ears, and shallow cheeks",homely but realistic adult face,images/person_078_front.png,images/person_078_side.png,images/person_078_back.png
person_079,male,74,46-80,white,Scandinavian ancestry,"light neutral skin, Fitzpatrick type II-III, blotchy sun damage, coarse pores, uneven weathered texture","heavily weathered older skin: uneven sun spots, broken capillaries, leathery cheek and forehead texture, under-eye bags, and visible skin laxity",,,"very heavy-set build: round cheeks, reduced jaw definition, broad neck, and pronounced submental fullness",heavy,"long philtrum, thin uneven lips, and asymmetrical cheek fullness","ordinary face with asymmetry, large pores, and uneven complexion",images/person_079_front.png,images/person_079_side.png,images/person_079_back.png
person_080,male,46,46-80,white,Baltic European ancestry,"very fair porcelain skin, Fitzpatrick type I, cool pink undertone, UV freckling, visible redness on nose and cheeks","long-term UV exposure: blotchy pigmentation, age spots on temples and cheeks, rough dry texture, deep laugh lines, and sun-weathered scalp and neck","several small natural facial moles of varied size, asymmetrically placed",,"large heavy face with soft cheek pads, wide lower face, thick neck, and natural folds at the base of the neck",heavy,"uneven eye height, tired under-eye area, and slightly lopsided mouth corners",noticeably plain and not photogenic,images/person_080_front.png,images/person_080_side.png,images/person_080_back.png
person_081,female,53,46-80,white,mixed Northern and Southern European ancestry,"fair ivory skin, Fitzpatrick type I-II, neutral-pink undertone, sun-mottled cheeks, slight capillary redness","pronounced age-appropriate sun damage: solar lentigines, mottled pigmentation, deeper crow's feet, forehead wrinkles, coarse pores, and weathered neck texture",ice-pick acne scarring on the cheeks and temples with enlarged pores,,"stocky build: dense neck, broad lower face, softened chin transition, and moderate facial fat",heavy,"low compact forehead, crowded facial proportions, and uneven smile-line depth",below-average conventional attractiveness while remaining realistic,images/person_081_front.png,images/person_081_side.png,images/person_081_back.png
person_082,female,60,46-80,white,Central Mediterranean ancestry,"fair beige skin, Fitzpatrick type II, neutral undertone, uneven light tan, sun spots on forehead and temples","heavily weathered older skin: uneven sun spots, broken capillaries, leathery cheek and forehead texture, under-eye bags, and visible skin laxity",,,"obese facial build: very full cheeks, heavy lower face, thick neck, and strong under-chin fullness while remaining anatomically realistic",heavy,"puffy under-eyes, weak jaw transition, and mottled complexion","rugged, tired, asymmetrical everyday face",images/person_082_front.png,images/person_082_side.png,images/person_082_back.png
person_083,female,67,46-80,white,Caucasus-region ancestry with fair-to-olive complexion,"ruddy fair skin, Fitzpatrick type II, pink-red undertone, weathered sun exposure","long-term UV exposure: blotchy pigmentation, age spots on temples and cheeks, rough dry texture, deep laugh lines, and sun-weathered scalp and neck",,,"gaunt-skinny build: hollow cheeks, narrow temples, prominent facial bones, thin neck, and dry weathered texture",lean,"broad blunt nose, small narrow mouth, and softened lower-face definition",unpolished ordinary face with imperfect proportions,images/person_083_front.png,images/person_083_side.png,images/person_083_back.png
person_084,female,74,46-80,white,Northern European ancestry,"warm beige skin, Fitzpatrick type III, golden undertone, moderate farmer's tan, sun-exposed forehead and cheeks","pronounced age-appropriate sun damage: solar lentigines, mottled pigmentation, deeper crow's feet, forehead wrinkles, coarse pores, and weathered neck texture","uneven old acne scarring around the cheeks, jawline, and temples",,"very lean, skinny face with hollow cheeks, visible cheekbone planes, narrow neck, and minimal under-chin fullness",lean,"soft sagging lower face, under-chin fullness, and flattened cheek contours","distinctive, awkward facial balance",images/person_084_front.png,images/person_084_side.png,images/person_084_back.png
person_085,female,46,46-80,white,Southern European ancestry,"medium olive skin, Fitzpatrick type III-IV, olive undertone, noticeable tan, uneven pigmentation from sun exposure","heavily weathered older skin: uneven sun spots, broken capillaries, leathery cheek and forehead texture, under-eye bags, and visible skin laxity",,"hard-living facial wear: tired eyelids, mottled complexion, dehydrated-looking skin, and slightly hollow temples; no explicit diagnosis","lean face with defined jawline, thin cheeks, taut neck, and little submental fat",lean,"bulbous nose tip, broad nostrils, and rough sun-textured cheeks",average-at-best attractiveness with no model-like symmetry,images/person_085_front.png,images/person_085_side.png,images/person_085_back.png
person_086,female,53,46-80,white,Eastern European ancestry,"ruddy fair skin, Fitzpatrick type II, pink-red undertone, weathered sun exposure, broken capillaries","long-term UV exposure: blotchy pigmentation, age spots on temples and cheeks, rough dry texture, deep laugh lines, and sun-weathered scalp and neck",,,"slender build visible in the face: narrow cheeks, sharper chin, thin neck, and minimal facial padding",lean,"receded chin, heavy upper eyelids, and coarse visible pores","weathered and rough-looking, not conventionally attractive",images/person_086_front.png,images/person_086_side.png,images/person_086_back.png
person_087,female,60,46-80,white,Western European ancestry,"tan white skin, Fitzpatrick type IV, golden-brown summer tan, sun-damaged forehead and cheekbones","pronounced age-appropriate sun damage: solar lentigines, mottled pigmentation, deeper crow's feet, forehead wrinkles, coarse pores, and weathered neck texture",,,"average-light build: modest facial fullness, clear jaw contour, and medium-thin neck",mid,"gaunt temples, hollow cheeks, and dry weathered scalp skin",plain face with uneven features and tired skin,images/person_087_front.png,images/person_087_side.png,images/person_087_back.png
person_088,female,67,46-80,white,Balkan European ancestry,"pale freckled skin, Fitzpatrick type I, cool undertone, dense natural freckles and solar lentigines","heavily weathered older skin: uneven sun spots, broken capillaries, leathery cheek and forehead texture, under-eye bags, and visible skin laxity","several small natural facial moles of varied size, asymmetrically placed","drawn tired face with under-eye shadows, dry uneven skin, and chapped-looking lips; do not imply a specific medical condition or drug use","average build: balanced cheek fullness, normal jaw contour, and medium neck thickness",mid,"narrow skull, prominent ears, and shallow cheeks",homely but realistic adult face,images/person_088_front.png,images/person_088_side.png,images/person_088_back.png
person_089,female,74,46-80,white,Northwestern European ancestry,"light neutral skin, Fitzpatrick type II-III, blotchy sun damage, coarse pores, uneven weathered texture","long-term UV exposure: blotchy pigmentation, age spots on temples and cheeks, rough dry texture, deep laugh lines, and sun-weathered scalp and neck",,,"solid build: fuller cheeks, softened jaw corners, thicker neck, and subtle under-chin fullness",mid,"long philtrum, thin uneven lips, and asymmetrical cheek fullness","ordinary face with asymmetry, large pores, and uneven complexion",images/person_089_front.png,images/person_089_side.png,images/person_089_back.png
person_090,female,46,46-80,white,Central European ancestry,"very fair porcelain skin, Fitzpatrick type I, cool pink undertone, UV freckling, visible redness on nose and cheeks","pronounced age-appropriate sun damage: solar lentigines, mottled pigmentation, deeper crow's feet, forehead wrinkles, coarse pores, and weathered neck texture","multiple tiny flat moles on the face and scalp, all natural-looking",,"heavy-set build: broad full face, soft jawline, thick neck, and visible under-chin fullness",heavy,"uneven eye height, tired under-eye area, and slightly lopsided mouth corners",noticeably plain and not photogenic,images/person_090_front.png,images/person_090_side.png,images/person_090_back.png
person_091,female,53,46-80,white,Ashkenazi Jewish European ancestry,"fair ivory skin, Fitzpatrick type I-II, neutral-pink undertone, sun-mottled cheeks, slight capillary redness","heavily weathered older skin: uneven sun spots, broken capillaries, leathery cheek and forehead texture, under-eye bags, and visible skin laxity",minor acne-scar texture and shallow pockmarks on one cheek,,"very heavy-set build: round cheeks, reduced jaw definition, broad neck, and pronounced submental fullness",heavy,"low compact forehead, crowded facial proportions, and uneven smile-line depth",below-average conventional attractiveness while remaining realistic,images/person_091_front.png,images/person_091_side.png,images/person_091_back.png
person_092,female,60,46-80,white,Irish and British Isles ancestry,"fair beige skin, Fitzpatrick type II, neutral undertone, uneven light tan, sun spots on forehead and temples","long-term UV exposure: blotchy pigmentation, age spots on temples and cheeks, rough dry texture, deep laugh lines, and sun-weathered scalp and neck","uneven old acne scarring around the cheeks, jawline, and temples",,"large heavy face with soft cheek pads, wide lower face, thick neck, and natural folds at the base of the neck",heavy,"puffy under-eyes, weak jaw transition, and mottled complexion","rugged, tired, asymmetrical everyday face",images/person_092_front.png,images/person_092_side.png,images/person_092_back.png
person_093,female,67,46-80,white,Scandinavian ancestry,"light olive skin, Fitzpatrick type III, muted green-gold undertone, outdoor tan, mild hyperpigmentation","pronounced age-appropriate sun damage: solar lentigines, mottled pigmentation, deeper crow's feet, forehead wrinkles, coarse pores, and weathered neck texture",,,"stocky build: dense neck, broad lower face, softened chin transition, and moderate facial fat",heavy,"broad blunt nose, small narrow mouth, and softened lower-face definition",unpolished ordinary face with imperfect proportions,images/person_093_front.png,images/person_093_side.png,images/person_093_back.png
person_094,female,74,46-80,white,Baltic European ancestry,"warm beige skin, Fitzpatrick type III, golden undertone, moderate farmer's tan, sun-exposed forehead and cheeks","heavily weathered older skin: uneven sun spots, broken capillaries, leathery cheek and forehead texture, under-eye bags, and visible skin laxity",,,"obese facial build: very full cheeks, heavy lower face, thick neck, and strong under-chin fullness while remaining anatomically realistic",heavy,"soft sagging lower face, under-chin fullness, and flattened cheek contours","distinctive, awkward facial balance",images/person_094_front.png,images/person_094_side.png,images/person_094_back.png
person_095,female,46,46-80,white,mixed Northern and Southern European ancestry,"medium olive skin, Fitzpatrick type III-IV, olive undertone, noticeable tan, uneven pigmentation from sun exposure","long-term UV exposure: blotchy pigmentation, age spots on temples and cheeks, rough dry texture, deep laugh lines, and sun-weathered scalp and neck",,,"gaunt-skinny build: hollow cheeks, narrow temples, prominent facial bones, thin neck, and dry weathered texture",lean,"bulbous nose tip, broad nostrils, and rough sun-textured cheeks",average-at-best attractiveness with no model-like symmetry,images/person_095_front.png,images/person_095_side.png,images/person_095_back.png
person_096,female,53,46-80,white,Central Mediterranean ancestry,"ruddy fair skin, Fitzpatrick type II, pink-red undertone, weathered sun exposure, broken capillaries","pronounced age-appropriate sun damage: solar lentigines, mottled pigmentation, deeper crow's feet, forehead wrinkles, coarse pores, and weathered neck texture","several small natural facial moles of varied size, asymmetrically placed",,"very lean, skinny face with hollow cheeks, visible cheekbone planes, narrow neck, and minimal under-chin fullness",lean,"receded chin, heavy upper eyelids, and coarse visible pores","weathered and rough-looking, not conventionally attractive",images/person_096_front.png,images/person_096_side.png,images/person_096_back.png
person_097,female,60,46-80,white,Caucasus-region ancestry with fair-to-olive complexion,"tan white skin, Fitzpatrick type IV, golden-brown summer tan, sun-damaged forehead and cheekbones","heavily weathered older skin: uneven sun spots, broken capillaries, leathery cheek and forehead texture, under-eye bags, and visible skin laxity",,,"lean face with defined jawline, thin cheeks, taut neck, and little submental fat",lean,"gaunt temples, hollow cheeks, and dry weathered scalp skin",plain face with uneven features and tired skin,images/person_097_front.png,images/person_097_side.png,images/person_097_back.png
person_098,female,67,46-80,white,Northern European ancestry,"pale freckled skin, Fitzpatrick type I, cool undertone, dense natural freckles and solar lentigines","long-term UV exposure: blotchy pigmentation, age spots on temples and cheeks, rough dry texture, deep laugh lines, and sun-weathered scalp and neck","old pitted acne scars across both cheeks, subtle but visible",,"slender build visible in the face: narrow cheeks, sharper chin, thin neck, and minimal facial padding",lean,"narrow skull, prominent ears, and shallow cheeks",homely but realistic adult face,images/person_098_front.png,images/person_098_side.png,images/person_098_back.png
person_099,female,74,46-80,white,Southern European ancestry,"light neutral skin, Fitzpatrick type II-III, blotchy sun damage, coarse pores, uneven weathered texture","pronounced age-appropriate sun damage: solar lentigines, mottled pigmentation, deeper crow's feet, forehead wrinkles, coarse pores, and weathered neck texture",one larger flat mole on one cheek plus a few tiny scattered moles,"hard-living facial wear: tired eyelids, mottled complexion, dehydrated-looking skin, and slightly hollow temples; no explicit diagnosis","average-light build: modest facial fullness, clear jaw contour, and medium-thin neck",mid,"long philtrum, thin uneven lips, and asymmetrical cheek fullness","ordinary face with asymmetry, large pores, and uneven complexion",images/person_099_front.png,images/person_099_side.png,images/person_099_back.png
person_100,female,46,46-80,white,Eastern European ancestry,"very fair porcelain skin, Fitzpatrick type I, cool pink undertone, UV freckling, visible redness on nose and cheeks","heavily weathered older skin: uneven sun spots, broken capillaries, leathery cheek and forehead texture, under-eye bags, and visible skin laxity","uneven old acne scarring around the cheeks, jawline, and temples",,"average build: balanced cheek fullness, normal jaw contour, and medium neck thickness",mid,"uneven eye height, tired under-eye area, and slightly lopsided mouth corners",noticeably plain and not photogenic,images/person_100_front.png,images/person_100_side.png,images/person_100_back.png
